model_year,make,model,body_style,transmission_type,vin,state,condition,mileage,color,interior,seller,market_value,selling_price,sale_date
2022,Hyundai,Tucson,SUV,Automatic,69BDPBLAY15WWVCGJ,SC,77,55875,Gray,Tan,Enterprise Fleet Management,16105,16010,2026-02-28
2021,Lucid,Air,Sedan,Automatic,RS4P7T5W14CHPEPGR,TN,64,77333,Gold,Brown,Ford Motor Credit Company,31090,29522,2025-12-20
2026,BMW,X3,SUV,Automatic,SH21L3JNKY3E7BKAY,IL,88,349,Gold,Black,Sonic Automotive,58774,55883,2026-02-14
2007,Chevrolet,Colorado,Truck,Automatic,CEGA25KYUDR4L2NMZ,MD,30,199241,Blue,Brown,Lithia Motors,1406,1336,2026-02-06
2014,Hyundai,Elantra,Sedan,Automatic,KH3DLDP893NC3YKJY,NM,66,171366,Silver,Black,Lithia Motors,2538,2531,2025-12-15
2021,Jeep,Wrangler,SUV,Manual,T21BNPTX9B09SDGUF,TN,74,62978,Black,Black,Ford Motor Credit Company,19748,20196,2025-12-09
2018,Chrysler,300,Sedan,Automatic,V334RW6MBFKPNHBBT,NJ,83,122903,Gold,Brown,Penske Automotive,8463,7913,2025-12-21
2018,Ford,Fusion,Sedan,Automatic,2VTTYVZ2UFWN0NU23,GA,62,102211,Green,Black,Hendrick Automotive,5640,5934,2026-01-12
2021,Chevrolet,Cruze,Sedan,Manual,5V2TY4JAH7D1RZKP4,IL,95,75345,Red,Beige,Penske Automotive,12370,12936,2025-12-31
2002,Jeep,Compass,SUV,Automatic,XBD7KCN29UJ2DVU0Y,NV,19,349616,Brown,Red,Penske Automotive,466,437,2025-12-23
2025,Chevrolet,Malibu,Sedan,Automatic,ECL54K73NX53L9RHA,PA,100,8396,Black,Red,Penske Automotive,30607,32157,2026-01-25
2024,Tesla,Model X,SUV,Automatic,0RW6VWGBN22PFTHX9,FL,66,14093,White,Gray,TDAF Remarketing,64440,60664,2025-12-22
2022,Kaiser,M54,Truck,Automatic,YRRNGJ42XD4BXD321,FL,87,28111,Green,Beige,Ford Motor Credit Company,11087,11457,2025-12-07
2005,Ford,Mustang,Sedan,Manual,W1GKHNUXNSG8N5KKE,TN,28,274587,Brown,Red,Avis Corporation,1271,1320,2026-02-07
2022,Tesla,Model S,Sedan,Automatic,6RYKHV5SGEULK319X,PA,80,59427,White,Black,Lithia Motors,45707,42509,2025-12-19
2022,Mercedes-Benz,C-Class,Sedan,Automatic,7Z9NZUTB6PKGLLUFY,FL,81,42060,Blue,Black,Enterprise Fleet Management,31713,31681,2025-12-17
2025,Ford,Expedition,SUV,Manual,8AX53S9S3ZPJJEWMS,MD,87,9461,Gray,Red,Avis Corporation,52471,51918,2026-02-15
2021,Rivian,R1S,SUV,Automatic,V5J0VZGV5P95UGKED,MN,77,42222,Silver,Brown,CarMax,44873,44924,2026-01-28
2022,Kaiser,M54,Truck,Automatic,DBHLF1AXZ7WNYHWGB,UT,72,64768,Blue,Gray,Hertz Remarketing,7659,7420,2025-12-12
2012,Tesla,Model S,Sedan,Automatic,72FPK42Y7YGKB4DWE,KS,58,159274,White,Brown,DriveTime,6350,6125,2025-12-13
2018,BMW,X3,SUV,Automatic,TS44MB6PTDYEWKN4D,KY,64,114236,White,Brown,CarMax,10754,10210,2025-12-28
2017,Toyota,Camry,Sedan,Manual,6RT6CUTFL4HVMANK6,UT,74,164832,Silver,Gray,Carvana,4562,4503,2026-01-30
2016,Kaiser,M54,Truck,Automatic,UJBT63VR2WWFX8KJZ,MN,48,141023,Green,White,Shift,1611,1545,2026-02-28
2026,Chrysler,300,Sedan,Manual,VKJ9KJCE626B6ZUTP,NM,78,301,White,Gray,Vroom,36659,33862,2026-02-15
2018,Toyota,Sequoia,SUV,Automatic,EBFDZLFZGVGT8A8YH,NM,82,143965,Black,Red,CarMax,12692,12481,2025-12-30
2023,Subaru,Crosstrek,SUV,Automatic,2DYWAUG55YD6K93HF,IL,71,26213,Blue,Beige,Financial Services Remarketing,19053,20493,2026-03-01
2020,Honda,Accord,Sedan,Automatic,PRKF7YUXR2M8FPZ1S,MO,64,40251,Blue,Gray,Financial Services Remarketing,12998,12057,2025-12-31
2020,Chrysler,Pacifica,Minivan,Automatic,JM9J48VGY01H7WSR5,UT,55,132266,Gold,Tan,Avis Corporation,8326,8769,2026-01-28
2021,Lucid,Air,Sedan,Automatic,9YM1Z0FJ7TWUK0XUY,KY,71,84657,White,Red,Financial Services Remarketing,33337,34250,2025-12-27
2018,Tesla,Model X,SUV,Automatic,BGAJJW3L689Y0JUV0,CA,81,95770,Gray,White,TDAF Remarketing,25978,24370,2025-12-27
2017,Toyota,4Runner,SUV,Automatic,X40U9DBSX4T27PB8W,MD,79,123970,Blue,Brown,Shift,8279,8769,2026-01-13
2019,Subaru,Forester,SUV,Manual,RLCH1ZND63PW2CZ8S,SC,75,97322,Beige,Gray,Crankyanky Auto,8977,8829,2026-02-08
2019,Toyota,Sequoia,SUV,Automatic,3Y413YLN1SHYR1EXZ,NY,68,64531,Blue,Gray,CarMax,18389,17184,2026-01-27
2015,Kaiser,M54,Truck,Automatic,CAVM8P8166ACRGK57,VA,63,105559,Brown,Beige,Hertz Remarketing,2260,2392,2026-01-27
2020,Kaiser,M54,Truck,Automatic,WG60BCSBZ211FVSJ1,CO,69,71797,Beige,Tan,Financial Services Remarketing,5647,6054,2026-01-27
2017,Dodge,Ram 1500,Truck,Automatic,XHE37M0AJY2AH5KRE,TN,64,95746,Gray,Beige,Nissan-Infiniti LT,8557,9106,2025-12-06
2024,Kaiser,M54,Truck,Manual,RC7A880ZYGD0VMSX5,CA,72,12969,Brown,Beige,Avis Corporation,10921,10954,2026-02-17
2021,Rivian,R1T,Truck,Automatic,A2NXLM1S0UWNF6D2Z,VA,62,73270,Red,Gray,Vroom,28890,28048,2026-01-10
2023,Ford,Focus,Sedan,Automatic,R4XFMNE3A72P6FY8D,CO,74,34642,White,Tan,Enterprise Fleet Management,14517,14644,2026-02-17
2017,Hyundai,Sonata,Sedan,Automatic,JX2ARJXNMYMY7Y69D,TX,69,146451,Silver,Beige,Carvana,4708,4619,2025-12-17
2024,Volkswagen,Tiguan,SUV,Manual,J4ALTY4LVXM1SXFFP,OR,86,22531,Gold,Brown,Vroom,25133,23372,2026-01-06
2004,BMW,X5,SUV,Automatic,D8ULC7TKPN2P5VGF4,KY,30,239303,Red,Brown,Santander Consumer USA,2739,2889,2025-12-15
2018,Chrysler,300,Sedan,Manual,JCTCY5HWKW8DF2Z88,NJ,71,59566,Black,Tan,Penske Automotive,9939,10402,2025-12-29
2024,Mercedes-Benz,C-Class,Sedan,Automatic,FNY7W9EB0A9E0EE62,OR,71,32505,Green,Brown,Ford Motor Credit Company,32405,32635,2026-02-20
2015,Honda,HR-V,SUV,Automatic,SVLW817SJ9HD2XEVY,KS,71,90130,Black,Red,Ford Motor Credit Company,4389,4188,2025-12-09
2001,Kia,Soul,Wagon,Automatic,68P14UMKUNBGDUFLB,WA,12,316033,White,White,Ford Motor Credit Company,297,289,2026-01-03
2023,Chevrolet,Tahoe,SUV,Automatic,2ST2JK5ALAFCEP25P,IN,89,35007,Silver,Red,CarMax,45345,44971,2026-02-05
2019,Chevrolet,Cruze,Sedan,Automatic,838YVVBGS7P66BRWR,MI,66,99749,Gray,Tan,Crankyanky Auto,5690,5539,2026-01-17
2026,Tesla,Model X,SUV,Automatic,S5EPTD7FN8DN09F38,NM,92,398,Blue,Red,Hertz Remarketing,120078,120540,2025-12-18
2023,Hyundai,Santa Fe,SUV,Automatic,YL2A0CW42C529Z019,CO,79,25165,White,White,Shift,25732,24668,2026-03-01
2017,Nissan,Sentra,Sedan,Automatic,ZX36E4CAVDGEX1L2S,NY,67,42455,Gold,Beige,Vroom,5959,6282,2025-12-29
2025,Ford,Explorer,SUV,Automatic,BZVP1XR30LR9A52BL,OH,77,12910,Red,Black,CarMax,35227,35895,2026-01-15
2025,BMW,X3,SUV,Automatic,M6TVG3JE86FWMST8H,KY,92,14383,Silver,Red,Hendrick Automotive,52887,52567,2026-01-07
2023,Kia,Sportage,SUV,Automatic,ADN3WANA48U303A1V,WI,92,40838,Black,Gray,Nissan-Infiniti LT,23720,25372,2026-02-14
2016,Am General,M1097A,Truck,Automatic,X67S07HMHFWM96R2Z,VA,77,114090,Gray,Tan,Nissan-Infiniti LT,3882,3930,2026-02-15
2023,Hyundai,Santa Fe,SUV,Automatic,RT33UVP5KBM174L11,TN,59,35540,Gold,Brown,Wells Fargo Dealer Services,18494,17502,2025-12-29
2021,Ford,F-250,Truck,Automatic,WBPKZPPC5VDA34GB2,KS,83,57971,Gray,Gray,Hertz Remarketing,30866,32362,2026-01-01
2018,BMW,5 Series,Sedan,Manual,415LX7UG61ZL5T97S,TX,77,66840,Blue,Brown,Financial Services Remarketing,18730,17690,2026-01-06
2005,Kia,Sorento,SUV,Automatic,1A5X3JBR02TW0RXAG,MO,37,238497,Brown,Gray,Ford Motor Credit Company,1598,1719,2026-02-26
2005,Volkswagen,Jetta,Sedan,Automatic,1L1SUJX8P6PJHVDDT,IL,22,292520,Green,White,Hertz Remarketing,527,527,2026-01-22
2014,Kaiser,M54,Truck,Manual,3G93R2VFNMSC89PJF,VA,35,196864,Blue,White,CarMax,714,693,2026-01-18
2017,Hyundai,Sonata,Sedan,Automatic,Y723PTEZNDCJXPJYA,NV,75,94828,Gold,Gray,Crankyanky Auto,6320,6339,2026-01-12
2026,Kia,Sorento,SUV,Automatic,ED6HPFK1XG3Y3E2G6,AZ,80,215,White,Beige,Avis Corporation,34312,34027,2025-12-08
2021,Am General,M1097A,Truck,Automatic,EDVTXX9TTY7DDUGJ8,MI,80,55850,Black,Gray,DriveTime,9948,10633,2026-02-15
2023,Chevrolet,Colorado,Truck,Automatic,XFV0SYCCJWU2ZH44V,UT,89,35136,Black,Brown,Avis Corporation,24364,25250,2026-01-26
2023,Honda,Ridgeline,Truck,Automatic,7UACB3Y34H038D2BK,SC,80,43473,Blue,Tan,CarMax,28545,29903,2026-02-21
2015,Ford,Mustang,Sedan,Automatic,H6XC0AK2TGHXVTYDC,FL,48,103778,Gray,Red,Lithia Motors,4536,4364,2026-01-14
2019,Honda,Pilot,SUV,Automatic,EL1AZ97CX2K0EB4JG,PA,57,93391,Gray,Gray,Hertz Remarketing,10072,9840,2026-03-01
2002,Jeep,Wagoneer,SUV,Automatic,CJ5CUJFER864KSGBY,VA,13,280896,Gold,White,Enterprise Fleet Management,1049,992,2025-12-26
2021,Lucid,Air,Sedan,Automatic,4GNJBL2KHZZED4U93,TX,70,66337,Gold,Red,Crankyanky Auto,35517,37310,2025-12-27
2024,BMW,X3,SUV,Automatic,1K1UE5Y3W2WWDZMSJ,MI,91,30118,Red,Gray,Carvana,44442,45134,2026-01-07
2026,Kia,Optima,Sedan,Manual,05JWUM4YFP5YV3041,KY,97,100,Gray,Black,Enterprise Fleet Management,32674,33006,2026-02-11
2021,Volkswagen,Passat,Sedan,Automatic,U9338JG2GRFPDVSP3,WA,71,85721,Silver,Black,Hertz Remarketing,11923,11948,2025-12-10
2021,Lucid,Air,Sedan,Automatic,E3J4A227GVAG9N6FH,NV,71,37781,Gray,White,Vroom,42531,42408,2025-12-22
2018,Dodge,Charger,Sedan,Manual,5MJYXADC5WUP9Y2RJ,UT,69,120835,Blue,Brown,Carvana,7071,7488,2026-01-09
2025,Volkswagen,Tiguan,SUV,Automatic,FLHNJV6LDCWUMSM78,NY,91,8801,Gray,Gray,Shift,31632,32353,2025-12-17
2018,Dodge,Ram,Truck,Automatic,0JBCVMV7H31827LE8,TN,54,102201,Green,Red,Financial Services Remarketing,6525,6738,2026-02-05
2014,Mercedes-Benz,GLE,SUV,Automatic,CDKGYL2Z938XHN225,MO,74,164885,Green,Beige,DriveTime,8366,7952,2025-12-13
2025,Dodge,Charger,Sedan,Manual,KPL5P67RDAPGJW9AY,IL,70,14854,Gold,Beige,Wells Fargo Dealer Services,27648,29745,2026-01-21
2020,Kaiser,M54,Truck,Automatic,28KWSN3CUPNBX19A5,KY,91,98849,Green,Beige,Santander Consumer USA,6707,6718,2026-02-26
2018,Kaiser,M54,Truck,Manual,PSAS64NHWVEJ8JJDV,KS,73,103709,Blue,Black,Penske Automotive,3448,3441,2025-12-03
2026,Subaru,Forester,SUV,Manual,5260L3JWEPEJ2EBXV,FL,81,366,Beige,Black,Sonic Automotive,35175,35948,2026-01-02
2021,Lucid,Air,Sedan,Automatic,8NHJ25Z117WCFD89U,CA,74,47770,White,Red,Wells Fargo Dealer Services,41345,41707,2026-01-27
2020,Ford,Ranger,Truck,Automatic,FKUESSGTCLL9AGVG0,GA,73,46397,Gold,White,Hendrick Automotive,15046,15730,2026-01-04
2022,Am General,M1097A,Truck,Manual,Z4LUR6M5T74LXP5BF,MO,77,41254,Blue,Gray,Hertz Remarketing,11896,12160,2025-12-29
2017,BMW,X5,SUV,Automatic,5FHYDTB333P41YU8H,FL,61,137568,Blue,Gray,Sonic Automotive,10469,10181,2025-12-14
2025,Dodge,Charger,Sedan,Manual,4VPZSAKFP0EZ2DNJ6,UT,85,8110,Green,Brown,Lithia Motors,35334,35389,2025-12-13
2007,Hyundai,Sonata,Sedan,Automatic,CHY5966H2BV4XS6N9,TX,43,307254,Green,Black,CarMax,903,866,2026-01-03
2022,Jeep,Cherokee,SUV,Automatic,PN52UBJEF95A042TC,AZ,73,64180,Silver,Tan,Hertz Remarketing,18056,17479,2026-02-25
2021,Tesla,Model S,Sedan,Automatic,EJT1XBFANEM1VXLD2,NM,78,68292,Silver,Black,Santander Consumer USA,39928,39672,2026-01-04
2025,Chevrolet,Suburban,SUV,Manual,RLMFVB7JS8NNE7DYR,CO,90,11869,Green,Gray,Wells Fargo Dealer Services,62668,62254,2026-02-06
2021,Rivian,R1T,Truck,Automatic,NY1DG9U6D0R86B98F,TN,74,77604,Brown,Red,Ford Motor Credit Company,31048,32717,2026-02-10
2016,Honda,Pilot,SUV,Automatic,E0NADTTJYUF49MKJL,NM,61,92536,Red,White,Ford Motor Credit Company,7952,8020,2026-02-14
2023,Chevrolet,Cruze,Sedan,Manual,E0DNDRYG6ZC5CG7AU,MD,94,36636,Silver,White,Carvana,19923,19680,2025-12-28
2015,Mercedes-Benz,GLC,SUV,Automatic,G64AJMHK1EJTT1WCB,MI,64,145254,Silver,White,Carvana,6981,6983,2026-02-13
2021,Lucid,Air,Sedan,Automatic,P3ZB8PP3RVPAJU6X4,NV,67,60940,Red,White,Financial Services Remarketing,36235,35325,2026-01-29
2006,Chevrolet,Suburban,SUV,Automatic,5RZYTCE8YGE9YX0X6,MA,24,187407,Beige,Black,Hertz Remarketing,2317,2328,2026-02-17
2019,BMW,5 Series,Sedan,Automatic,8L32CDYKXSNXZ5TPW,IN,70,109186,Black,Beige,Avis Corporation,14527,13815,2026-01-09
2022,BMW,X5,SUV,Automatic,25RBWKWJV6J7TKBKG,CA,91,44821,Beige,Tan,Vroom,46734,49925,2026-01-23
2022,Rivian,R1T,Truck,Automatic,2DYBLU9J62WA9NYK6,CA,78,46312,Gray,White,Vroom,44850,47105,2025-12-17
2024,Rivian,R1T,Truck,Automatic,ENYUUSZV7ZY7RJH9B,CO,92,31062,Blue,Red,AutoNation,63816,62774,2026-01-15
2014,Ford,F-350,Truck,Automatic,GLPBACH1FD4FDJ4A6,NM,64,202424,Red,Gray,Wells Fargo Dealer Services,5232,5430,2025-12-22
2017,Kaiser,M54,Truck,Automatic,KDX0LW9J92GLSS7K2,UT,66,58183,Silver,Beige,Sonic Automotive,3630,3644,2025-12-24
2011,Volkswagen,Tiguan,SUV,Automatic,ALY7WZBEUPKLD0TNV,IL,42,256454,Blue,Beige,Lithia Motors,1044,1037,2025-12-23
2022,Kia,Sorento,SUV,Automatic,9LE97WW702WY9Z4P3,CO,66,54044,Blue,Black,Carvana,15867,16867,2026-02-14
2024,Chrysler,Pacifica,Minivan,Automatic,HK5C2T2U7B23FTVHE,UT,74,18628,White,Tan,Hendrick Automotive,29500,31725,2026-01-17
2016,Toyota,Corolla,Sedan,Automatic,A1YYF5XU374WPKRRS,NV,47,100368,Red,White,Vroom,3082,3116,2026-01-26
2021,Mercedes-Benz,GLE,SUV,Manual,EYXVXLZ24L2YCG4HJ,NV,86,42464,Brown,Red,Ford Motor Credit Company,39978,40093,2025-12-18
2015,Tesla,Model Y,SUV,Automatic,H4XZSLNJZFAK0XMTV,TN,51,175160,Red,Beige,Ford Motor Credit Company,4062,4226,2025-12-05
2018,Ford,Ranger,Truck,Automatic,6XKDGKHUCLH5GNYNV,KY,62,95887,White,Black,CarMax,7392,7077,2025-12-18
2017,Dodge,Challenger,Sedan,Automatic,HGPVRT1JBVPYLVK8L,MD,56,95537,Green,Beige,Hertz Remarketing,6158,6549,2025-12-16
2026,BMW,3 Series,Sedan,Automatic,LR83V6LT47R3L4VHD,OR,90,264,Blue,Black,Avis Corporation,54983,53997,2026-01-13
2021,Rivian,R1S,SUV,Automatic,LLDZZM9RNEDUT65ZM,IL,66,71071,Beige,Black,Nissan-Infiniti LT,31734,34229,2025-12-24
2020,Jeep,Wrangler,SUV,Automatic,X62VSG8T433PCG41A,NY,82,82705,Red,Gray,Avis Corporation,17618,18422,2026-01-05
2017,Am General,M1097A,Truck,Automatic,GM76LSVRGB2DPM5CP,NM,57,74386,Blue,White,Enterprise Fleet Management,4008,4233,2026-02-20
2004,BMW,5 Series,Sedan,Manual,VC4EZGKRZJYGFB2SA,OH,5,398178,White,Beige,Penske Automotive,184,173,2026-01-15
2025,Tesla,Model S,Sedan,Automatic,X71ZFDNLKTV36B07R,MN,99,13289,Beige,Red,Hertz Remarketing,94186,94427,2025-12-04
2024,Dodge,Challenger,Sedan,Manual,M22W6VYLEHBHVBS8T,IN,75,20861,Beige,Beige,Financial Services Remarketing,24186,24569,2025-12-04
2022,Dodge,Challenger,Sedan,Automatic,VL8P35VNEVFNZW78B,MN,82,37529,Green,Tan,Santander Consumer USA,21589,21189,2026-01-31
2017,Subaru,Forester,SUV,Automatic,KRUJ9MMG8V8JK6XZ1,AZ,73,79356,Black,White,Shift,8093,7961,2026-02-27
2024,Jeep,Compass,SUV,Automatic,ZNXJ6XCHUHB43LX77,TN,71,32489,Beige,Tan,Hendrick Automotive,18913,18686,2026-01-10
2020,Chevrolet,Colorado,Truck,Automatic,3NNFVJVTXFUSB2WPC,IN,92,80798,Black,Red,Hertz Remarketing,15552,15105,2025-12-09
2020,Tesla,Model Y,SUV,Automatic,4FSFXE72HWPHUXEJ7,KS,72,69882,Brown,Tan,Santander Consumer USA,18880,18567,2026-02-10
2019,Dodge,Charger,Sedan,Automatic,UC9N5BE3ZBBL143B5,VA,65,72376,White,Red,Hendrick Automotive,10126,9820,2025-12-28
2018,Kia,Soul,Wagon,Automatic,KAFZ82297CCC26789,KY,57,103522,Silver,Red,Lithia Motors,3967,4055,2025-12-20
2017,Chevrolet,Suburban,SUV,Manual,X442A7WVP2A6WYRKN,MI,60,91582,Blue,Beige,Vroom,11555,12449,2026-01-22
2019,Volkswagen,Jetta,Sedan,Automatic,MW47JVX65XDN1Z7J2,AZ,80,64738,Beige,Red,Carvana,8933,9549,2026-01-12
2022,Honda,Accord,Sedan,Automatic,D8T7JNRSXL5DHAJU3,OR,75,36543,Black,Red,TDAF Remarketing,18016,19049,2026-01-04
2012,Tesla,Model 3,Sedan,Automatic,FXBG3P9E040AR1WJN,KS,19,216031,Beige,Brown,Carvana,800,813,2026-02-28
2023,Nissan,Rogue,SUV,Manual,60CZ008KEJNYRPBA2,NY,75,31181,Green,Brown,Shift,20010,19613,2026-01-12
2022,Ford,Escape,SUV,Automatic,0713SPDKFHHGH0964,MD,66,55530,Silver,Brown,Vroom,14256,14721,2026-01-30
2012,Chrysler,300,Sedan,Automatic,8K0UZHYDDATE4YLT0,MO,32,139400,Blue,Gray,Shift,1689,1772,2026-02-22
2017,Honda,Passport,SUV,Automatic,AYJWSXRJTAXF97MSD,MI,81,141785,Red,Red,Hendrick Automotive,8045,8584,2026-02-22
2016,Jeep,Compass,SUV,Automatic,8DF3DC4W1ZUJGWDPC,IN,73,143157,Silver,Gray,Lithia Motors,4313,4581,2026-03-01
2020,Ford,Focus,Sedan,Automatic,LGMD7L0411NA1SEGL,NV,83,53922,Green,Brown,Wells Fargo Dealer Services,10604,10413,2026-02-15
2021,Rivian,R1T,Truck,Automatic,0MAFCMFX1YU8LLA2P,PA,86,50412,Green,Tan,Enterprise Fleet Management,44000,42431,2025-12-02
2016,Kia,Sorento,SUV,Automatic,SCGAWWE753N9D0W8Z,MI,65,84322,Brown,Red,Santander Consumer USA,6253,6710,2026-01-13
2026,Kaiser,M54,Truck,Manual,ZHCHKBT3TUPMWS3NW,CO,98,112,White,Tan,Wells Fargo Dealer Services,19612,19424,2026-02-02
2026,Kia,Sorento,SUV,Manual,6K4WXH64XB1M351Y1,NC,91,100,Beige,Brown,TDAF Remarketing,40505,43037,2025-12-13
2026,Nissan,Sentra,Sedan,Automatic,HF45WLHBM4DJ8G8WB,IL,83,254,Brown,Beige,DriveTime,25928,25061,2025-12-24
2020,BMW,5 Series,Sedan,Automatic,DE0R96FRRWD2X4FZ0,MN,62,48950,Green,Red,Carvana,22600,24093,2025-12-30
2021,Rivian,R1S,SUV,Automatic,T61F157U2L74UDY8M,VA,70,48635,Silver,Tan,Sonic Automotive,38047,35514,2026-02-12
2008,Honda,Ridgeline,Truck,Automatic,8UX1USGA0M9U1SC8K,NJ,31,204163,Beige,White,Santander Consumer USA,1633,1545,2026-02-06
2009,Honda,Pilot,SUV,Automatic,CDKZUGSZVT527FZKA,TN,45,213056,Red,Red,Carvana,2533,2509,2026-02-10
2009,Chrysler,Pacifica,Minivan,Manual,0WRLDATEMSBXNCLCF,WI,51,185720,White,Brown,Crankyanky Auto,2735,2663,2026-01-19
2018,Mercedes-Benz,GLC,SUV,Automatic,Z676MYANY4REYDHPN,GA,71,97694,Brown,Tan,Hertz Remarketing,13127,13173,2025-12-29
2022,Ford,Bronco,SUV,Automatic,9UGHF7M17VM73DYPT,NC,61,54211,Red,Gray,Carvana,17730,16768,2026-02-13
2021,Rivian,R1S,SUV,Automatic,14MF5M0GD60V29G58,KS,74,64589,Brown,White,Hertz Remarketing,38024,40406,2025-12-27
2021,Rivian,R1S,SUV,Automatic,8U7865MKV3H3V55PL,GA,84,81525,Brown,Tan,Vroom,36894,34209,2026-01-14
2026,Ford,Focus,Sedan,Automatic,2Y75NGRFXWJYCX0GF,CO,82,100,Silver,Black,Ford Motor Credit Company,22782,22605,2026-02-05
2017,Tesla,Model S,Sedan,Automatic,YXVZXYE3T4RV06ULP,UT,49,165201,Gray,Gray,Enterprise Fleet Management,8473,8052,2026-02-11
2015,Chevrolet,Cruze,Sedan,Automatic,UPVKYVLY4UZMWFL8J,NV,62,63841,Silver,Beige,Santander Consumer USA,4070,4313,2026-01-14
2017,Kia,Sportage,SUV,Automatic,JHWWMHPZJEGE4F71H,NM,56,116653,Red,Gray,TDAF Remarketing,4641,4519,2025-12-30
2017,Kaiser,M54,Truck,Automatic,CAEUH71KPMT6LD04P,NY,70,93825,Beige,White,Financial Services Remarketing,3180,2979,2026-02-25
2015,Hyundai,Sonata,Sedan,Manual,UCHL84ELYHH4ZGGUB,VA,47,175977,Red,Gray,Vroom,2250,2131,2025-12-19
2026,Am General,M1097A,Truck,Automatic,S8LBMKVZHZ87TFH1X,KS,100,192,Gold,Gray,Sonic Automotive,27249,27100,2026-02-11
2019,Nissan,Sentra,Sedan,Manual,F9PZ4AR8YV8G01L33,NY,81,91157,Brown,Black,DriveTime,6921,7165,2026-02-06
2017,Toyota,Highlander,SUV,Automatic,LZTH7XZY4RLFYR1TG,MA,74,137056,Silver,Beige,Financial Services Remarketing,8050,7491,2025-12-24
2022,Ford,Windstar,Minivan,Automatic,DZFB5M2UFXEGKKWLP,MO,70,38976,Red,Brown,Carvana,14777,13949,2026-01-27
2017,Kia,Optima,Sedan,Automatic,RZWA13PU1H0MXFSC1,VA,64,62649,Green,Red,Hendrick Automotive,5879,6213,2026-02-05
2012,BMW,X5,SUV,Automatic,3NVRZM2S524M2VGRF,GA,43,178170,Silver,Tan,AutoNation,3719,3629,2026-02-17
2012,Tesla,Model X,SUV,Automatic,1VDH80YSM9GBFLACB,MN,56,150230,Green,Red,Hertz Remarketing,7078,6953,2026-01-03
2023,BMW,X5,SUV,Automatic,Y785LBWUTHFDM2UTP,CA,95,43512,Blue,Brown,Carvana,56609,54936,2025-12-20
2022,Subaru,Crosstrek,SUV,Automatic,CJD3PVTFLJ9Z0BH9D,WI,69,51705,Brown,Black,Avis Corporation,14641,15485,2026-02-21
2018,Tesla,Model S,Sedan,Automatic,BKFY13HFDWXJU2V5W,PA,77,53616,Silver,Red,CarMax,27738,27700,2025-12-10
2024,Chevrolet,Colorado,Truck,Manual,7NFBKXM4W7DE9BJ5U,OR,75,22146,Silver,Beige,Financial Services Remarketing,22525,21534,2026-02-14
2016,Dodge,Ram 1500,Truck,Manual,M7MHR1XU3PPMZTF5Y,IL,68,124730,Gray,White,Nissan-Infiniti LT,7452,7927,2026-02-07
2021,Rivian,R1T,Truck,Automatic,6L38R39PXUYBMPJ9D,OR,93,76653,Blue,Gray,Enterprise Fleet Management,39479,41303,2026-01-31
2016,Kaiser,M54,Truck,Automatic,RDYR94M1UV38VJK8M,TN,47,122922,Gold,Black,Hertz Remarketing,1755,1753,2026-01-13
2019,BMW,5 Series,Sedan,Automatic,X5N2B3Z0U706SBPLH,TN,67,126636,Gold,Gray,Hertz Remarketing,13088,13410,2026-01-26
2021,Lucid,Air,Sedan,Automatic,68TJES2P0Y0SV6EPL,KY,83,68144,Green,Black,Financial Services Remarketing,43371,43311,2025-12-27
2016,Jeep,Cherokee,SUV,Automatic,S5B0FYKFYG0XMAG1S,VA,69,155329,Beige,Red,Wells Fargo Dealer Services,4806,4798,2025-12-03
2021,Rivian,R1T,Truck,Automatic,Z772FKPBDM3ZUN38W,OH,81,45701,Green,Brown,CarMax,40308,42428,2026-02-22
2012,Chrysler,Pacifica,Minivan,Automatic,Y48FBJYSY8EG66T6L,NC,54,203226,Green,White,Lithia Motors,2208,2318,2026-01-18
2017,Dodge,Charger,Sedan,Automatic,L74BZHWL6R474CS9N,NM,70,95302,White,Red,TDAF Remarketing,7335,7092,2026-02-28
2015,Am General,M1097A,Truck,Automatic,JUTV8J14U32RV9458,NM,60,169487,Blue,Gray,Penske Automotive,2122,2029,2026-01-30
2026,Jeep,Wagoneer,SUV,Automatic,NVMUY9UTSH8YZPMVR,TX,70,313,Blue,Brown,Carvana,58624,57596,2026-01-07
2016,Kaiser,M54,Truck,Automatic,U7PAK1NGJX8P08F7H,FL,53,124111,Blue,Tan,Ford Motor Credit Company,2010,1990,2026-01-09
2026,BMW,X5,SUV,Manual,8Y7RVXZN7EG37N9UG,MN,92,440,Gray,Gray,Santander Consumer USA,79883,76509,2026-01-22
2024,Jeep,Grand Cherokee,SUV,Automatic,CJT4M378RJ44S2Y98,KS,69,18454,Gold,Brown,Hertz Remarketing,31625,31278,2025-12-22
2021,Rivian,R1S,SUV,Automatic,VAESVELLPTCVZN22S,MI,82,57977,Gold,Brown,Nissan-Infiniti LT,40447,38666,2026-01-30
2019,Chrysler,Pacifica,Minivan,Manual,4WEW1STXK0JY9W0Z7,OH,73,106698,Red,White,Carvana,10106,9302,2026-01-26
2023,Chevrolet,Traverse,SUV,Automatic,19RB1C78K9NWZTS43,WA,83,36106,Gray,Beige,Hertz Remarketing,27194,29280,2026-02-25
2017,Chrysler,Pacifica,Minivan,Manual,VG2KD2DZTF7ZE8PNR,VA,68,112837,Gray,Red,Penske Automotive,7456,7589,2026-01-07
